periodo,Índice total (desest.),Var. mensual total (%),Var. anual total (%),Índice construcción (desest.),Var. mensual construcción (%),Var. anual construcción (%),Índice maquinaria y equipo (desest.),Var. mensual maquinaria y equipo (%),Var. anual maquinaria y equipo (%),Índice residencial (desest.),Var. anual residencial (%),Índice no residencial (desest.),Var. anual no residencial (%),Índice maquinaria y equipo nacional (desest.),Var. anual maquinaria y equipo nacional (%),Índice equipo de transporte nacional (desest.),Var. anual equipo de transporte nacional (%),"Índice maquinaria, equipo y otros bienes nacionales (desest.)","Var. anual maquinaria, equipo y otros bienes nacionales (%)",Índice maquinaria y equipo importado (desest.),Var. anual maquinaria y equipo importado (%),Índice equipo de transporte importado (desest.),Var. anual equipo de transporte importado (%),"Índice maquinaria, equipo y otros bienes importados (desest.)","Var. anual maquinaria, equipo y otros bienes importados (%)",Índice total (original),Var. anual original total (%),Acumulado ene-mes total (%),Índice construcción (original),Var. anual original construcción (%),Acumulado ene-mes construcción (%),Índice residencial (original),Var. anual original residencial (%),Acumulado ene-mes residencial (%),Índice no residencial (original),Var. anual original no residencial (%),Acumulado ene-mes no residencial (%),Índice maquinaria y equipo (original),Var. anual original maquinaria y equipo (%),Acumulado ene-mes maquinaria y equipo (%)
Oct 14,98.95,0.046426,0.076011,106.37,0.040701,0.061577,90.39,0.058431,0.09114,94.62,0.100873,119.16,0.031242,94.55,0.136692,91.35,0.287164,99.31,0.035126,87.13,0.055609,105.19,0.17452,85.32,0.046614,105.64,0.07325,0.016102,110.28,0.050186,0.018408,94.12,0.099661,0.034867,128.07,0.013372,0.004426,100.27,0.104174,0.01301
Nov 14,98.26,-0.006973,0.07978,104.93,-0.013538,0.052985,91.1,0.007855,0.122612,87.85,0.031588,122.51,0.063547,94.65,0.173444,90.04,0.258773,99.25,0.088626,88.52,0.079117,94.61,-0.022523,87.51,0.092919,105.22,0.064656,0.020822,111.79,0.048687,0.021367,87.97,0.016642,0.033209,138.02,0.0725,0.011464,97.61,0.086729,0.020125
Dic 14,97.95,-0.003155,0.042909,104.14,-0.007529,0.027528,90.39,-0.007794,0.056946,90.86,0.022047,118.28,0.030852,98.06,0.166132,93.47,0.26345,103.03,0.07547,84.78,-0.025517,99.47,0.084733,81.37,-0.048415,110.99,0.053836,0.023921,116.48,0.02707,0.021904,94.58,0.018742,0.031923,140.61,0.033441,0.01363,104.62,0.09036,0.026689
Ene 15,99.16,0.012353,0.081116,103.53,-0.005857,0.051707,93.94,0.039274,0.120334,90.02,0.056945,118.25,0.048967,94.37,0.11654,87.37,0.269544,100.07,-0.005268,94.03,0.133028,91.63,-0.096351,96.86,0.17463,91.16,0.0792,0.0792,93.05,0.058951,0.058951,79.93,0.059517,0.059517,107.5,0.058488,0.058488,88.97,0.104943,0.104943
Feb 15,96.17,-0.030153,0.015952,101.4,-0.020574,-0.003831,90.17,-0.040132,0.043997,87.51,-0.037505,116.83,0.032158,92.65,0.092571,82.35,0.108345,102.7,0.072921,88.24,0.006846,102.33,0.080684,86.28,-0.00427,89.52,0.011754,0.044695,98.75,-0.003431,0.025888,88.26,-0.050048,-0.00095,110.3,0.041549,0.049841,78.82,0.034519,0.070704
Mar 15,97.21,0.010814,0.017267,101.74,0.003353,-0.003819,91.77,0.017744,0.045097,86.83,-0.065942,118.5,0.053146,87.44,-0.020719,76.02,-0.021748,97.56,-0.027318,93.94,0.08151,109.06,0.09553,91.68,0.086642,94.61,0.027141,0.038595,98.44,0.001119,0.017351,86.1,-0.057574,-0.020869,112.03,0.056887,0.052224,90.18,0.062191,0.067712
Abr 15,100.75,0.036416,0.054863,106.84,0.050128,0.043156,93.63,0.020268,0.068104,95.94,0.038761,118.74,0.05294,93.27,0.047624,90.3,0.104857,97.17,0.000721,94.27,0.090709,117.53,0.351386,90.99,0.048876,96.6,0.047836,0.04098,103.42,0.0417,0.023637,101.09,0.041521,-0.003896,105.98,0.041777,0.049664,88.7,0.056204,0.064744
May 15,98.65,-0.020844,0.036022,103.86,-0.027892,0.02315,93.32,-0.003311,0.057211,88.63,-0.031895,120.82,0.072906,92.88,0.034414,88.29,0.083047,96.04,-0.013254,93.42,0.068268,104.69,0.011107,91.77,0.079647,94.27,0.021012,0.036879,102.19,0.020166,0.02292,87.22,-0.028947,-0.008934,118.67,0.063733,0.052644,85.1,0.022099,0.05606
Jun 15,100.81,0.021896,0.053176,103.37,-0.004718,-0.003182,97.46,0.044363,0.13194,90.75,-0.013801,117.77,0.008132,96.41,0.064363,92.1,0.089812,101.02,0.040157,96.78,0.164621,102.43,0.091074,95.86,0.172743,98.59,0.075605,0.043437,99.28,0.002221,0.019407,86.41,-0.005753,-0.008416,113.46,0.009072,0.044979,97.78,0.176796,0.076452
Jul 15,102.7,0.018748,0.089193,108.49,0.049531,0.077894,95.67,-0.018367,0.098393,98.69,0.145693,119.9,0.022689,100.19,0.163512,88.32,0.080631,114.71,0.242391,92.44,0.061309,103.95,0.018718,91.09,0.071269,104.4,0.081529,0.049203,111.9,0.070404,0.027152,98.9,0.147066,0.013216,126.22,0.011946,0.039585,95.71,0.096963,0.079542
Ago 15,102.2,-0.004869,0.070157,107.27,-0.011245,0.048583,96.31,0.00669,0.09705,98.21,0.123299,117.14,-0.014885,100.57,0.130889,103.52,0.243185,98.54,0.035519,93.2,0.075467,98.72,-0.002828,92.11,0.082374,102.1,0.077459,0.052858,106.3,0.04998,0.030079,98.41,0.124814,0.027022,114.98,-0.011945,0.032773,97.25,0.114358,0.084101
Sep 15,103.33,0.011057,0.092745,108.02,0.006992,0.056844,98.0,0.017548,0.147541,101.38,0.178974,114.67,-0.051609,102.53,0.178641,107.38,0.311271,98.56,0.056717,93.91,0.117311,93.97,-0.046957,94.29,0.150439,104.41,0.104985,0.058814,110.2,0.073865,0.035115,111.61,0.193179,0.046431,108.66,-0.035162,0.025068,97.69,0.148213,0.091359
Oct 15,99.74,-0.034743,0.007984,100.85,-0.066377,-0.051894,98.17,0.001735,0.086071,90.85,-0.039844,111.57,-0.063696,105.2,0.112639,111.43,0.219814,99.85,0.005438,93.09,0.068404,104.26,-0.008841,91.57,0.073254,104.79,-0.008046,0.051241,102.72,-0.068553,0.023711,88.48,-0.059924,0.035245,118.4,-0.075506,0.013577,107.18,0.068914,0.088717
Nov 15,100.98,0.012432,0.027682,101.61,0.007536,-0.03164,100.13,0.019965,0.099122,92.45,0.052362,110.81,-0.095502,109.26,0.154358,116.2,0.290538,99.39,0.001411,92.85,0.048915,102.18,0.080013,91.57,0.046395,107.96,0.026041,0.048686,107.35,-0.039717,0.017348,91.9,0.044674,0.036089,124.36,-0.098971,0.001239,108.66,0.113206,0.091235
Dic 15,98.69,-0.022678,0.007555,102.46,0.008365,-0.016132,94.55,-0.055728,0.046023,94.84,0.043804,110.95,-0.061972,103.08,0.051193,108.45,0.160265,93.85,-0.0891,89.21,0.052253,94.47,-0.050266,87.08,0.070173,111.89,0.008109,0.044766,114.34,-0.018372,0.013967,98.79,0.044513,0.036829,131.46,-0.065074,-0.005423,109.04,0.042248,0.086372
Ene 16,99.43,0.007498,0.002723,103.11,0.006344,-0.004057,95.19,0.006769,0.013306,96.41,0.070984,110.83,-0.062748,105.52,0.118152,108.52,0.242074,99.91,-0.001599,87.82,-0.066043,99.19,0.082506,88.28,-0.088581,90.69,-0.005156,-0.005156,93.97,0.009887,0.009887,86.7,0.084699,0.084699,101.98,-0.051349,-0.051349,86.9,-0.023266,-0.023266
Feb 16,101.31,0.018908,0.053447,104.67,0.015129,0.032249,96.75,0.016388,0.072973,96.2,0.099303,114.4,-0.020799,108.63,0.172477,113.27,0.375471,103.74,0.010127,88.24,0.0,90.44,-0.116193,87.7,0.016458,95.86,0.070822,0.032488,102.59,0.038886,0.024818,96.76,0.096306,0.09079,109.01,-0.011695,-0.031267,88.06,0.117229,0.042732
Mar 16,99.71,-0.015793,0.025718,105.13,0.004395,0.03332,93.55,-0.033075,0.019396,96.95,0.11655,113.89,-0.038903,101.53,0.161139,104.34,0.372534,98.38,0.008405,87.77,-0.06568,90.68,-0.168531,87.51,-0.045484,94.05,-0.005919,0.019289,99.03,0.005993,0.018433,93.15,0.081882,0.087774,105.52,-0.058109,-0.040384,88.27,-0.02118,0.02039
Abr 16,99.82,0.001103,-0.009231,103.28,-0.017597,-0.033321,95.69,0.022875,0.022001,97.24,0.01355,109.79,-0.075375,107.47,0.152246,111.29,0.232447,102.48,0.054646,86.83,-0.078922,87.69,-0.253893,86.49,-0.049456,99.07,0.025569,0.02092,102.62,-0.007735,0.011558,104.99,0.038579,0.07378,100.01,-0.056331,-0.044262,94.97,0.070688,0.033259
May 16,98.69,-0.01132,0.000405,103.76,0.004648,-0.000963,93.14,-0.026649,-0.001929,98.06,0.106397,110.15,-0.088313,100.12,0.07795,103.56,0.172953,96.89,0.00885,87.71,-0.061122,92.1,-0.12026,87.12,-0.05067,94.95,0.007213,0.018148,101.66,-0.005186,0.008107,96.48,0.106168,0.080163,107.36,-0.095306,-0.055187,87.19,0.024559,0.031545
Jun 16,99.27,0.005877,-0.015276,102.76,-0.009638,-0.005901,95.38,0.02405,-0.021342,97.28,0.071956,109.14,-0.073278,99.85,0.035681,103.32,0.121824,97.04,-0.039398,91.33,-0.056313,102.97,0.005272,89.58,-0.065512,97.9,-0.006999,0.013758,99.62,0.003425,0.007326,93.97,0.08749,0.08136,105.84,-0.06716,-0.057221,95.92,-0.019022,0.022208
Jul 16,97.5,-0.01783,-0.050633,101.35,-0.013721,-0.065813,93.27,-0.022122,-0.025086,96.7,-0.020164,106.33,-0.113178,98.54,-0.016469,100.4,0.136775,98.05,-0.145236,89.57,-0.031047,93.56,-0.099952,89.06,-0.022286,96.61,-0.074617,-3e-05,103.55,-0.07462,-0.005643,97.29,-0.016279,0.065981,110.45,-0.124941,-0.067984,88.56,-0.074705,0.007373
Ago 16,100.73,0.033128,-0.014384,101.46,0.001085,-0.054162,99.41,0.06583,0.032188,96.61,-0.016292,106.7,-0.089124,110.34,0.097146,112.14,0.083269,108.77,0.103816,90.75,-0.026288,103.2,0.045381,89.38,-0.029638,103.22,0.01097,0.001426,100.01,-0.059172,-0.012639,95.53,-0.029265,0.053076,104.95,-0.087233,-0.070418,106.95,0.099743,0.019806
Sep 16,100.47,-0.002581,-0.027678,101.23,-0.002267,-0.062859,99.42,0.000101,0.01449,95.96,-0.053462,106.82,-0.068457,104.82,0.022335,106.65,-0.006798,103.03,0.045353,95.32,0.015014,113.35,0.206236,93.15,-0.01209,102.22,-0.020975,-0.001245,104.08,-0.055535,-0.017758,104.66,-0.06227,0.037712,103.44,-0.04804,-0.068029,100.07,0.024363,0.020349
Oct 16,101.76,0.01284,0.020253,102.98,0.017287,0.02112,99.79,0.003722,0.016502,97.55,0.073748,108.85,-0.024379,108.84,0.034601,114.89,0.031051,104.51,0.04667,92.91,-0.001934,98.52,-0.055055,92.12,0.006006,104.44,-0.00334,-0.001469,104.07,0.013143,-0.014665,94.15,0.064082,0.040231,115.0,-0.028716,-0.063932,104.87,-0.021553,0.015506
Nov 16,103.14,0.013561,0.02139,107.91,0.047873,0.062002,98.32,-0.014731,-0.018077,103.41,0.118551,112.23,0.012815,106.63,-0.024071,109.1,-0.061102,102.76,0.033907,91.06,-0.019278,98.28,-0.038168,90.44,-0.01234,110.96,0.027788,0.001433,113.04,0.053004,-0.008257,102.97,0.120457,0.047471,124.13,-0.001849,-0.057808,108.55,-0.001012,0.013774
Dic 16,102.84,-0.002909,0.042051,102.76,-0.047725,0.002928,102.64,0.043938,0.085563,93.14,-0.017925,112.95,0.018026,115.72,0.122623,123.65,0.140157,104.8,0.116676,95.06,0.065576,94.44,-0.000318,94.23,0.082108,115.28,0.030298,0.004124,114.3,-0.00035,-0.007532,97.75,-0.010527,0.042342,132.52,0.008063,-0.051587,116.41,0.06759,0.018898
Ene 17,100.89,-0.018961,0.014684,102.39,-0.003601,-0.006983,98.98,-0.035659,0.039815,95.26,-0.011928,110.47,-0.003248,109.3,0.035823,105.47,-0.028105,110.29,0.103894,91.12,0.037577,103.53,0.043754,90.43,0.024354,93.69,0.03308,0.03308,95.36,0.014792,0.014792,88.14,0.016609,0.016609,103.31,0.013042,0.013042,91.76,0.055926,0.055926
Feb 17,99.46,-0.014174,-0.018261,101.38,-0.009864,-0.031432,97.38,-0.016165,0.006512,95.51,-0.007173,108.27,-0.053584,102.52,-0.056246,103.2,-0.088903,100.91,-0.02728,93.1,0.055077,95.82,0.059487,92.42,0.05382,92.92,-0.03067,0.000322,99.89,-0.026318,-0.006665,96.45,-0.003204,0.006159,103.68,-0.048895,-0.018958,84.85,-0.036452,0.009431
Mar 17,100.43,0.009753,0.007221,101.81,0.004241,-0.03158,98.48,0.011296,0.052699,100.03,0.031769,104.04,-0.086487,106.33,0.047277,107.52,0.030477,102.75,0.04442,92.15,0.049903,92.29,0.017755,92.26,0.05428,99.9,0.062201,0.021062,99.51,0.004847,-0.002808,99.98,0.073323,0.028777,98.98,-0.061979,-0.033301,100.35,0.136853,0.05216
Abr 17,97.28,-0.031365,-0.025446,97.97,-0.037717,-0.051414,96.9,-0.016044,0.012645,91.9,-0.054916,105.05,-0.043173,100.72,-0.062808,103.54,-0.069638,98.03,-0.043423,94.24,0.085339,96.13,0.096248,93.92,0.085906,89.81,-0.093469,-0.008823,93.67,-0.087215,-0.02456,93.61,-0.108391,-0.008962,93.73,-0.062794,-0.040382,85.34,-0.1014,0.011446
May 17,99.65,0.024363,0.009727,98.55,0.00592,-0.050212,100.68,0.039009,0.080953,96.66,-0.014277,100.79,-0.084975,103.31,0.031862,105.13,0.01516,102.92,0.062236,98.22,0.119827,103.07,0.11911,97.43,0.118343,97.86,0.030648,-0.000927,96.35,-0.052233,-0.030188,95.48,-0.010365,-0.009245,97.32,-0.093517,-0.051271,99.6,0.142333,0.037069
Jun 17,100.48,0.008329,0.012189,100.61,0.020903,-0.020923,100.15,-0.005264,0.05001,100.88,0.037007,100.46,-0.079531,103.52,0.036755,105.15,0.017712,102.11,0.052246,97.04,0.062521,93.19,-0.094979,97.36,0.08685,99.43,0.015628,0.001904,98.24,-0.013853,-0.027473,98.37,0.046823,-3.5e-05,98.09,-0.073224,-0.054961,100.81,0.05098,0.039534
Jul 17,99.18,-0.012938,0.017231,99.1,-0.015008,-0.0222,99.65,-0.004993,0.068404,97.18,0.004964,100.87,-0.05135,102.54,0.040593,107.44,0.07012,99.5,0.014788,97.89,0.092888,90.91,-0.028324,98.17,0.102291,97.95,0.01387,0.003632,100.47,-0.029744,-0.027808,97.9,0.00627,0.000881,103.3,-0.064735,-0.056419,95.03,0.073058,0.044247
Ago 17,100.1,0.009276,-0.006254,100.96,0.018769,-0.004928,99.4,-0.002509,-0.000101,101.34,0.04896,100.35,-0.059513,99.55,-0.097789,98.49,-0.121723,100.58,-0.075296,99.22,0.093333,97.13,-0.058818,99.46,0.112777,102.87,-0.003391,0.002693,99.62,-0.0039,-0.02483,99.48,0.041348,0.005936,99.78,-0.049262,-0.055531,106.63,-0.002992,0.03739
Sep 17,99.98,-0.001199,-0.004877,103.21,0.022286,0.019559,96.3,-0.031187,-0.031382,102.94,0.072739,102.95,-0.036229,97.81,-0.066877,103.2,-0.032349,92.48,-0.102397,95.03,-0.003042,95.83,-0.154566,95.0,0.01986,101.59,-0.006163,0.001658,106.3,0.02133,-0.019534,110.13,0.052264,0.011512,102.07,-0.013244,-0.050919,96.15,-0.039173,0.028235
Oct 17,99.49,-0.004901,-0.022307,102.51,-0.006782,-0.004564,95.23,-0.011111,-0.045696,100.78,0.033111,104.38,-0.041066,96.42,-0.114112,99.3,-0.135695,92.88,-0.111281,93.97,0.011409,94.28,-0.043037,94.58,0.026704,101.95,-0.023841,-0.001062,102.9,-0.011242,-0.018681,96.57,0.025704,0.012898,109.87,-0.044609,-0.050237,100.85,-0.038333,0.020823
Nov 17,99.49,0.0,-0.035389,101.44,-0.010438,-0.059957,97.47,0.023522,-0.008645,100.23,-0.030751,103.09,-0.08144,99.09,-0.070712,98.95,-0.093034,99.41,-0.0326,96.44,0.059082,90.21,-0.082112,97.07,0.073308,105.27,-0.05128,-0.006174,104.91,-0.071921,-0.024034,99.13,-0.037292,0.008053,111.27,-0.103601,-0.055814,105.68,-0.026439,0.015938
Dic 17,102.65,0.031762,-0.001848,105.92,0.044164,0.030751,99.14,0.017133,-0.0341,105.8,0.135924,106.45,-0.057548,103.91,-0.102057,107.03,-0.134412,99.71,-0.048569,97.75,0.028298,106.98,0.132783,97.03,0.029715,112.49,-0.024202,-0.007899,116.81,0.02196,-0.019789,111.31,0.138721,0.019023,122.86,-0.072895,-0.057529,107.49,-0.076626,0.006703
Ene 18,100.43,-0.021627,-0.004559,101.13,-0.045223,-0.012306,99.38,0.002421,0.004041,100.3,0.052908,102.09,-0.075858,97.47,-0.108234,99.13,-0.060112,94.41,-0.143984,99.21,0.088784,94.4,-0.088187,99.97,0.105496,96.0,0.024656,0.024656,96.2,0.008809,0.008809,95.68,0.085546,0.085546,96.78,-0.063208,-0.063208,95.77,0.043701,0.043701
Feb 18,101.55,0.011152,0.021013,102.26,0.011174,0.00868,100.91,0.015395,0.03625,105.7,0.10669,98.16,-0.093378,100.77,-0.01707,103.0,-0.001938,97.49,-0.033892,100.28,0.077121,90.27,-0.057921,101.38,0.096949,95.46,0.027335,0.02599,101.16,0.012714,0.010807,107.11,0.110524,0.098597,94.6,-0.087577,-0.075414,88.86,0.04726,0.045411
Mar 18,102.03,0.004727,0.015931,100.91,-0.013202,-0.00884,103.36,0.024279,0.049553,100.54,0.005098,101.46,-0.024798,105.53,-0.007524,107.25,-0.002511,102.62,-0.001265,102.09,0.107868,109.08,0.181927,100.87,0.093323,96.24,-0.036637,0.004153,95.91,-0.036177,-0.005055,97.07,-0.029106,0.05373,94.64,-0.043847,-0.065202,96.62,-0.03717,0.01549
Abr 18,100.14,-0.018524,0.0294,99.7,-0.011991,0.017658,100.42,-0.028444,0.036326,99.8,0.085963,99.03,-0.057306,99.12,-0.015886,99.29,-0.041047,99.44,0.014383,100.67,0.06823,104.73,0.089462,99.79,0.0625,98.42,0.095869,0.026042,99.1,0.057969,0.010143,105.7,0.129153,0.072399,91.83,-0.020271,-0.054666,97.63,0.144012,0.045763
May 18,102.26,0.02117,0.026192,101.91,0.022166,0.034094,102.53,0.021012,0.018375,100.67,0.041486,103.77,0.029566,107.88,0.044236,107.62,0.023685,109.7,0.065876,98.58,0.003665,91.56,-0.111672,99.26,0.018783,101.21,0.034233,0.027732,99.81,0.035911,0.015265,100.54,0.052995,0.068488,99.0,0.017263,-0.040582,102.83,0.03243,0.042888
Jun 18,101.89,-0.003618,0.014033,101.99,0.000785,0.013716,102.22,-0.003024,0.020669,101.72,0.008327,101.7,0.012343,104.79,0.012268,104.73,-0.003994,105.11,0.02938,101.04,0.04122,103.68,0.112566,100.14,0.028554,100.27,0.008448,0.024389,99.49,0.012724,0.014837,99.04,0.006811,0.057882,99.99,0.01937,-0.0307,101.18,0.00367,0.035862
Jul 18,102.56,0.006576,0.034079,101.55,-0.004314,0.024723,103.93,0.016729,0.04295,102.41,0.053818,100.18,-0.00684,102.85,0.003023,106.34,-0.010238,100.13,0.006332,104.19,0.064358,100.15,0.101639,104.69,0.066415,101.75,0.038795,0.026491,102.18,0.01702,0.015158,102.92,0.051277,0.056916,101.36,-0.01878,-0.028937,101.26,0.065558,0.040153
Ago 18,98.72,-0.037441,-0.013786,97.98,-0.035155,-0.029517,99.65,-0.041182,0.002515,95.19,-0.060687,101.21,0.00857,98.65,-0.009041,106.03,0.076556,92.06,-0.084709,100.73,0.015219,98.42,0.013281,101.28,0.018299,101.29,-0.015359,0.020932,97.21,-0.024192,0.010152,92.92,-0.065943,0.041031,101.93,0.021547,-0.022626,106.02,-0.005721,0.033753
Sep 18,101.69,0.030085,0.017103,101.1,0.031843,-0.020444,103.41,0.037732,0.073832,100.85,-0.020303,101.33,-0.015736,101.82,0.040998,103.34,0.001357,100.36,0.085208,104.46,0.099232,97.1,0.013253,105.13,0.106632,101.29,-0.002953,0.018162,102.83,-0.032643,0.005037,103.28,-0.062199,0.028106,102.33,0.002547,-0.019772,99.51,0.034945,0.033886
Oct 18,102.03,0.003343,0.02553,101.0,-0.000989,-0.01473,101.64,-0.017116,0.067311,101.16,0.003771,100.89,-0.033436,99.69,0.033914,97.58,-0.017321,101.17,0.089255,102.27,0.088326,122.01,0.294124,100.91,0.066927,105.63,0.036096,0.020031,101.28,-0.015743,0.002882,97.61,0.010769,0.02639,105.33,-0.041322,-0.022116,110.67,0.097372,0.040546
Nov 18,95.93,-0.059786,-0.035782,94.9,-0.060396,-0.064472,96.86,-0.047029,-0.006258,93.54,-0.066746,97.29,-0.056262,94.73,-0.044,90.03,-0.090147,99.43,0.000201,98.44,0.020738,99.42,0.102095,98.18,0.011435,100.33,-0.046927,0.013524,97.48,-0.070823,-0.004165,92.64,-0.06547,0.017922,102.82,-0.075941,-0.027457,103.62,-0.019493,0.0346
Dic 18,94.76,-0.012196,-0.076863,98.41,0.036986,-0.070903,89.87,-0.072166,-0.093504,100.09,-0.05397,96.76,-0.091029,93.96,-0.095756,90.77,-0.15192,98.13,-0.015846,88.77,-0.091867,88.19,-0.17564,88.86,-0.084201,102.1,-0.092364,0.003563,107.35,-0.080986,-0.011557,105.51,-0.052107,0.011352,109.38,-0.109718,-0.035579,96.02,-0.106708,0.021668
Ene 19,99.19,0.04675,-0.012347,101.81,0.034549,0.006724,96.54,0.074218,-0.028577,105.21,0.048953,97.64,-0.043589,95.81,-0.017031,97.16,-0.019873,93.11,-0.01377,95.62,-0.036186,100.46,0.064195,94.93,-0.050415,96.26,0.002708,0.002708,98.66,0.025572,0.025572,103.36,0.080268,0.080268,93.49,-0.033995,-0.033995,93.48,-0.023911,-0.023911
Feb 19,98.43,-0.007662,-0.030724,100.34,-0.014439,-0.018776,96.16,-0.003936,-0.047072,101.27,-0.041911,98.87,0.007233,98.35,-0.024015,97.52,-0.053204,98.79,0.013335,93.47,-0.06791,95.04,0.052841,93.4,-0.078714,92.84,-0.027446,-0.012326,99.12,-0.020166,0.002128,101.51,-0.052283,0.010257,96.49,0.019979,-0.007315,85.57,-0.037025,-0.030223
Mar 19,96.71,-0.017474,-0.052142,98.43,-0.019035,-0.024576,94.9,-0.013103,-0.08185,99.55,-0.009847,97.34,-0.040607,98.0,-0.071354,99.61,-0.071235,94.92,-0.075034,91.66,-0.102165,93.54,-0.142464,91.49,-0.092991,95.26,-0.010183,-0.011609,97.09,0.012303,0.005456,99.9,0.029154,0.016374,94.0,-0.006762,-0.007132,93.13,-0.036121,-0.032249
Abr 19,98.02,0.013546,-0.02117,99.98,0.015747,0.002808,95.49,0.006217,-0.049094,101.84,0.020441,96.96,-0.020903,99.19,0.000706,100.22,0.009367,100.6,0.011665,92.27,-0.083441,88.21,-0.157739,92.59,-0.072152,94.63,-0.038508,-0.018466,97.87,-0.012412,0.000943,105.23,-0.004447,0.010948,89.76,-0.022542,-0.010877,90.88,-0.069139,-0.041755
May 19,95.03,-0.030504,-0.070702,95.84,-0.041408,-0.059562,93.72,-0.018536,-0.085926,95.5,-0.051356,96.99,-0.065337,95.35,-0.116148,97.87,-0.090597,93.26,-0.149863,92.77,-0.058937,95.31,0.040957,92.24,-0.070723,94.67,-0.064618,-0.028051,94.15,-0.056708,-0.010748,96.86,-0.036602,0.001502,91.15,-0.079293,-0.025081,95.28,-0.073422,-0.048515
Jun 19,95.5,0.004946,-0.062715,100.4,0.047579,-0.01559,91.11,-0.027849,-0.108687,101.38,-0.003343,98.82,-0.028319,96.32,-0.080828,97.9,-0.065215,94.62,-0.0998,88.98,-0.119359,88.35,-0.147859,87.88,-0.122429,92.34,-0.079086,-0.03676,97.15,-0.02352,-0.012896,97.46,-0.015953,-0.001355,96.8,-0.031903,-0.026264,86.78,-0.142321,-0.064798
Jul 19,94.38,-0.011728,-0.079758,96.6,-0.037849,-0.048744,91.66,0.006037,-0.11806,97.6,-0.046968,95.05,-0.051208,96.32,-0.063491,92.95,-0.125917,101.46,0.013283,88.5,-0.15059,95.98,-0.041638,87.94,-0.159996,94.78,-0.068501,-0.041445,96.26,-0.057937,-0.019529,97.23,-0.055286,-0.009194,95.19,-0.060872,-0.031436,93.07,-0.080881,-0.067178
Ago 19,94.95,0.006039,-0.038189,96.38,-0.002277,-0.01633,93.7,0.022256,-0.059709,97.13,0.02038,95.87,-0.052762,97.42,-0.012468,89.9,-0.152127,105.93,0.150663,92.32,-0.083491,90.64,-0.079049,92.29,-0.088764,97.26,-0.039787,-0.041232,97.52,0.003189,-0.016737,97.09,0.044877,-0.002921,97.99,-0.038654,-0.032379,96.97,-0.085361,-0.069618
Sep 19,93.81,-0.012006,-0.07749,94.21,-0.022515,-0.06815,93.46,-0.002561,-0.096219,95.21,-0.055925,93.19,-0.080332,97.98,-0.037714,93.17,-0.098413,102.77,0.024014,89.63,-0.141968,81.16,-0.164161,90.39,-0.140207,92.53,-0.086484,-0.046371,94.44,-0.081591,-0.024198,93.82,-0.091596,-0.013049,95.14,-0.070263,-0.036772,90.32,-0.092353,-0.072161
Oct 19,94.09,0.002985,-0.07782,92.44,-0.018788,-0.084752,95.28,0.019474,-0.062574,96.45,-0.04656,88.43,-0.123501,97.76,-0.01936,88.39,-0.094179,105.58,0.04359,92.83,-0.092305,86.24,-0.293173,94.36,-0.064909,96.7,-0.08454,-0.050413,92.03,-0.091331,-0.03103,92.66,-0.050712,-0.016719,91.34,-0.132821,-0.047014,102.11,-0.077347,-0.072735
Nov 19,94.41,0.003401,-0.015845,94.96,0.027261,0.000632,93.74,-0.016163,-0.032211,101.61,0.086273,88.63,-0.089012,100.97,0.065871,98.72,0.096523,102.96,0.035502,87.62,-0.109915,85.81,-0.136894,87.93,-0.1044,98.03,-0.022924,-0.047901,97.54,0.000616,-0.028207,102.31,0.104383,-0.006469,92.29,-0.102412,-0.052237,98.58,-0.048639,-0.070473
Dic 19,92.75,-0.017583,-0.021211,93.56,-0.014743,-0.049284,90.99,-0.029336,0.012462,100.06,-0.0003,86.72,-0.103762,97.25,0.035015,93.34,0.028313,100.65,0.02568,86.5,-0.025572,91.51,0.037646,86.22,-0.02971,99.08,-0.029579,-0.046342,100.78,-0.061202,-0.031158,105.08,-0.004075,-0.006258,96.04,-0.12196,-0.058592,97.11,0.011352,-0.063926
Ene 20,91.92,-0.008949,-0.073294,92.96,-0.006413,-0.086927,90.5,-0.005385,-0.062565,97.99,-0.068625,88.17,-0.096989,96.08,0.002818,90.03,-0.073384,102.77,0.103748,85.33,-0.107613,83.71,-0.166733,85.81,-0.096071,89.8,-0.06711,-0.06711,91.06,-0.077032,-0.077032,96.44,-0.06695,-0.06695,85.13,-0.089421,-0.089421,88.34,-0.054985,-0.054985
Feb 20,89.5,-0.026327,-0.090724,91.07,-0.020331,-0.092386,87.42,-0.034033,-0.09089,93.37,-0.078009,88.09,-0.109032,96.13,-0.022572,92.74,-0.049016,99.89,0.011135,80.52,-0.138547,89.11,-0.062395,79.63,-0.14743,85.52,-0.078845,-0.072871,89.38,-0.098265,-0.087673,91.67,-0.096936,-0.081808,86.85,-0.099907,-0.094747,81.04,-0.052939,-0.054007
Mar 20,86.84,-0.029721,-0.102058,91.18,0.001208,-0.073656,81.68,-0.06566,-0.139305,95.43,-0.041386,85.31,-0.123587,89.73,-0.084388,81.83,-0.178496,97.81,0.030447,74.84,-0.183504,70.65,-0.244708,75.53,-0.174445,86.62,-0.090699,-0.078844,90.38,-0.069111,-0.081561,96.3,-0.036036,-0.066804,83.87,-0.107766,-0.099056,82.27,-0.116611,-0.075428
